parallax,pmra,pmdec
24.9816047538945,27.340478062172757,46.71425482607711
48.02857225639664,150.0936671372709,-28.743367262964764
39.2797576724562,76.03390705488403,47.252386455384745
33.946339367881464,-46.15229245299225,88.69628644663263
16.24074561769746,-71.87317370786863,65.63857449578913
16.239780813448107,39.35353372052046,40.58192248858382
12.32334448672798,-105.61865656165138,85.33397516713231
44.647045830997406,146.5167012683483,93.54364723565382
34.04460046972835,94.35520965770296,110.57271928300217
38.32290311184182,-37.534052168376384,51.896791007171416
10.823379771832098,-137.0507623272702,-13.369446425348348
48.79639408647977,108.30978993323302,11.737094914665827
43.29770563201687,-9.163187620209431,96.52071732066855
18.493564427131048,99.02530495787694,-65.35485367897888
17.272998688284027,-127.55421270354937,29.493864709832096
17.33618039413735,-47.95000183630183,-31.467104986188854
22.16968971838151,0.4194959774546533,2.299585834785399
30.990257265289515,3.7584475011793645,102.2761490085839
27.27780074568463,-36.005237718339494,15.287925441592268
21.649165607921677,49.8279945877999,3.714923852491905
34.474115788895176,-85.40963435060755,-108.78849127839354
15.579754426081674,-11.39035880170348,59.70028528217766
21.685785941408724,9.623650536951908,51.63873449128603
24.654473731747668,41.15510672469992,173.06037786443682
28.24279936868144,56.92919024711118,-24.622258796240068
41.407038455720546,-89.97136734702954,17.532026213115117
17.98695128633439,-122.72913365884978,19.95069469686042
30.569377536544465,102.21414575188072,126.19626238107796
33.696582754481696,26.585120958367334,-7.623642590956168
11.85801650879991,-59.87892292452429,22.32172206162714
34.30179407605753,124.09215804180184,48.63172077732314
16.82096494749166,9.253970743428694,14.92872985250865
12.60206371941118,94.34377472510612,-35.71468916404226
47.95542149013333,5.401478512808716,15.527199431864606
48.625281322982374,164.85983399055897,85.89053998878177
42.33589392465844,140.42726739545634,-82.12122395288482
22.184550766934827,-19.91713187832588,10.63757393175008
13.906884560255355,77.72567607634844,-56.009665195133856
37.36932106048627,51.6300759668118,95.6037303139874
27.606099749584054,109.4905246025879,-121.85495238270198
14.881529393791153,-77.19387684640836,-44.713747781727065
29.807076404450807,54.884116799875144,30.176950005161668
11.375540844608736,84.67395894796702,125.24192233874723
46.372816083151285,-140.69915891384915,-5.260020885839024
20.351199264000677,-94.660681013262,-44.41596213545587
36.50089137415928,-163.13857422080804,150.4925655552472
22.46844304357644,-21.55254675556462,-115.84111203329952
30.802720847112433,57.40338046367698,-175.90447652960654
31.868411173731186,120.18856416768224,35.20115600426659
17.394178221021082,5.927582433582015,-40.164337948208896
48.783385110582344,130.28924364570335,-81.69862537045705
41.00531293444458,-110.40811665719131,56.668515783948266
47.579957662567566,-136.27059514841238,19.504057101695906
45.79309401710595,-4.443815911729502,-45.12629045893827
33.915999152443405,30.72523591514458,-102.42435189367156
46.87496940092467,-2.615579847527449,69.79658626241158
13.53970008207678,-165.39536800319013,52.01609423669288
17.83931449676581,-7.129603161023073,-7.934069102350633
11.809091556421523,-104.35756004038825,147.73095968381327
23.013213230530575,53.57380390640308,-85.6067813060922
25.54709158757928,29.32785968774786,-122.04201367397911
20.853961270955836,-75.19038290618842,-55.352645590499556
43.14950036607718,-41.10935338693548,-3.6468813084398244
24.270133067743572,-84.73708175111612,19.467155945815346
21.23738038749523,-5.01432778185375,-19.29888462850639
31.70784332632994,76.41138564009906,28.164431721143742
15.636968998990506,-78.8580837068435,-100.12315393523552
42.08787923016159,40.32372124142755,115.50116832586076
12.982025747190832,-42.42060946979527,-6.572094271405504
49.47547746402069,-63.42982658098754,89.38366652705021
40.889790771866295,-8.562428796364626,27.41802771021633
17.948627261366894,-82.81938579354993,36.54025753230271
10.220884684944096,-44.29194442777457,45.58138241857631
42.618457138193364,-95.83023140710787,35.81668480138519
38.274293753904686,157.17801063331115,51.417820789403514
39.160286721639494,2.821084157738289,106.3322024105945
40.85081386743783,-55.97804063940685,15.72169357611761
12.961786069363615,17.11839285873776,56.720300607080986
24.338629141770905,-8.986243975266387,-7.1788555429781375
14.634762381005189,-17.67756796265784,115.20937723595782
44.52413703502374,49.133336003474014,-54.11138416474158
34.93192507310232,60.600616803784405,144.07523463286526
23.235920994105967,-42.4400918088422,-3.212636051547473
12.542334011440946,-46.0654592515744,-114.46200816944385
22.439292868626488,-22.00413577213152,10.248353192863142
23.007332881069882,-184.1536931788468,-54.48413259799047
39.18424713352256,-121.21528497588417,67.25148391909792
35.502298854208526,109.34994139556197,-52.20991834419127
45.48850970305306,131.5974170801027,-35.694674657182375
28.888597006477973,-19.922883164510267,-151.16325847564246
14.783769837532068,46.12455704446131,-36.184505539926135
38.5297914889198,24.900012363482887,-193.91034613031653
40.4314019446759,246.31046467641903,-126.71222587885786
32.45108790277985,89.56599291476614,60.83317249154379
40.83868719818244,-10.233407318461323,62.864012692066574
29.75182385457563,-76.44323524803406,34.03660494279718
30.909313175279763,-128.5157056206058,-77.35809145033704
27.101640734341984,16.277090869377847,-3.8169084913583884
11.016765069763807,-60.50805962274427,-0.28820312724547237
14.315657079732178,-113.78029676781394,-92.66917513540342
11.25716742746937,-51.72583073940213,120.27186414137205
35.45641645055122,-86.5238402891516,70.18898324605371
22.574239243053068,134.97133080580517,-17.677133906373115
30.342827646588113,70.53118055595604,2.1508671195624625
46.30265895704372,-0.6378113053293898,16.6706246358042
19.971689165955,118.39553111120208,-163.33878947394325
26.415316921425188,6.1894646118094645,-19.774190601647753
40.22204554172195,-68.90273610626109,-54.558739839823886
19.1519266196649,121.84992618157258,-80.12960079159325
13.079196393151719,43.11280349477269,-22.488023430876392
21.590058116550722,-82.97969234611651,143.8149221479618
16.448851490160177,-15.227094246688655,51.26742890136079
47.18790609370292,-70.04946027078057,-45.694319182623744
42.32481518257668,-110.62397847714689,45.80662250849269
35.33615026041694,74.09420380253131,111.94843492688017
